"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 06- 12","875.04","879.18","882.92","870.11","1.08B","-0.17%"
"2018- 06- 11","876.55","879.06","881.12","874.84","776.40M","-0.22%"
"2018- 06- 08","878.48","887.37","887.52","877.91","850.28M","-1.06%"
"2018- 06- 07","887.91","881.47","887.95","880.01","903.30M","1.23%"
"2018- 06- 05","877.16","881.71","881.98","874.16","1.03B","-0.03%"
"2018- 06- 04","877.44","887.59","887.76","876.50","898.33M","-0.65%"
"2018- 06- 01","883.22","879.61","883.77","878.15","1.03B","0.40%"
"2018- 05- 31","879.66","880.97","880.97","873.16","1.08B","0.62%"
"2018- 05- 30","874.22","876.42","876.71","861.84","1.12B","0.48%"
"2018- 05- 29","870.08","881.53","884.64","868.81","1.15B","-1.09%"
"2018- 05- 28","879.69","865.58","879.80","865.57","1.27B","1.31%"
"2018- 05- 25","868.35","866.20","870.71","859.09","1.12B","-0.57%"
"2018- 05- 24","873.32","871.68","875.31","866.47","1.11B","0.48%"
"2018- 05- 23","869.16","875.12","875.36","867.28","874.57M","-0.44%"
"2018- 05- 21","872.96","871.49","876.12","870.52","998.53M","0.40%"
"2018- 05- 18","869.45","858.08","869.80","857.66","1.06B","1.62%"
"2018- 05- 17","855.62","854.46","857.56","852.91","1.04B","0.63%"
"2018- 05- 16","850.29","857.24","857.24","846.90","1.21B","-1.47%"
"2018- 05- 15","862.94","865.53","867.13","858.55","1.01B","0.49%"
"2018- 05- 14","858.70","869.44","869.92","855.54","922.21M","-0.83%"
"2018- 05- 11","865.93","855.25","866.86","855.25","941.52M","1.29%"
"2018- 05- 10","854.93","852.28","855.82","846.14","857.41M","0.48%"
"2018- 05- 09","850.85","833.48","851.28","815.27","905.89M","2.86%"
"2018- 05- 08","827.22","860.56","863.56","827.20","948.44M","-3.40%"
"2018- 05- 04","856.34","868.35","870.10","856.34","1.13B","-1.12%"
"2018- 05- 03","866.07","873.34","876.08","866.05","1.35B","-0.57%"
"2018- 05- 02","871.03","869.52","877.54","863.59","1.36B","-0.56%"
"2018- 04- 30","875.95","886.29","886.60","870.54","1.35B","-1.19%"
"2018- 04- 27","886.49","886.37","886.62","880.03","1.11B","0.81%"
"2018- 04- 26","879.39","876.27","879.87","874.21","957.36M","1.09%"
"2018- 04- 25","869.93","869.31","879.00","862.05","1.18B","-0.42%"
"2018- 04- 24","873.61","881.58","883.78","873.22","1.20B","-0.62%"
"2018- 04- 23","879.02","888.39","890.32","877.36","1.41B","-1.14%"
"2018- 04- 20","889.17","885.59","892.01","880.68","1.41B","0.73%"
"2018- 04- 19","882.73","892.20","892.20","878.19","1.68B","-1.19%"
"2018- 04- 18","893.32","905.62","906.06","890.73","1.54B","-0.88%"
"2018- 04- 17","901.22","900.50","901.22","896.83","1.31B","0.48%"
"2018- 04- 16","896.89","895.32","899.20","894.09","1.02B","0.56%"
"2018- 04- 13","891.87","884.12","892.75","877.74","1.01B","1.18%"
"2018- 04- 12","881.45","888.20","889.02","879.17","997.97M","-0.44%"
"2018- 04- 11","885.38","882.58","886.14","880.87","886.28M","0.92%"
"2018- 04- 10","877.30","876.22","877.30","866.74","1.01B","0.33%"
"2018- 04- 09","874.44","866.75","874.44","865.50","857.65M","0.75%"
"2018- 04- 06","867.96","867.43","869.81","863.92","861.76M","-0.11%"
"2018- 04- 05","868.93","871.09","873.64","865.92","846.38M","0.74%"
"2018- 04- 04","862.51","877.15","877.15","858.29","821.25M","-1.12%"
"2018- 04- 03","872.32","857.83","872.32","857.40","722.77M","0.52%"
"2018- 04- 02","867.80","876.85","876.85","865.83","844.05M","-0.38%"
"2018- 03- 30","871.09","869.86","873.04","867.11","764.03M","0.59%"
"2018- 03- 29","865.99","855.82","865.99","854.61","813.04M","1.77%"
"2018- 03- 28","850.97","850.05","856.36","843.60","889.84M","-0.92%"
"2018- 03- 27","858.84","862.40","863.05","856.56","732.18M","0.60%"
"2018- 03- 26","853.69","833.11","853.69","822.96","740.18M","2.89%"
"2018- 03- 23","829.68","851.70","859.93","829.67","898.19M","-4.81%"
"2018- 03- 22","871.62","889.21","891.30","869.00","1.01B","-1.57%"
"2018- 03- 21","885.55","892.02","895.72","885.53","865.14M","-0.54%"
"2018- 03- 20","890.40","876.61","890.40","875.39","752.09M","1.07%"
"2018- 03- 19","880.97","894.40","894.40","880.97","759.60M","-1.50%"
"2018- 03- 16","894.43","893.24","894.45","889.40","808.50M","0.45%"
"2018- 03- 15","890.43","886.98","893.56","883.70","951.00M","0.40%"
"2018- 03- 14","886.92","882.39","887.04","880.92","954.40M","0.08%"
"2018- 03- 13","886.25","884.54","886.25","879.85","1.09B","0.22%"
"2018- 03- 12","884.27","874.15","884.27","873.26","802.34M","2.13%"
"2018- 03- 09","865.80","857.80","868.51","857.47","884.78M","1.39%"
"2018- 03- 08","853.94","847.31","855.80","846.34","890.98M","1.54%"
"2018- 03- 07","841.03","856.43","861.41","841.03","947.32M","-2.12%"
"2018- 03- 06","859.21","854.91","859.21","850.42","828.94M","1.68%"
"2018- 03- 05","845.00","862.41","863.01","845.00","747.54M","-1.77%"
"2018- 03- 02","860.23","846.40","861.08","845.72","768.91M","0.37%"
"2018- 02- 28","857.06","866.50","868.53","853.90","820.92M","-1.94%"
"2018- 02- 27","874.01","880.88","882.04","874.00","794.50M","-0.05%"
"2018- 02- 26","874.43","881.36","884.26","869.66","802.09M","-0.04%"
"2018- 02- 23","874.78","873.52","875.73","871.41","770.22M","0.52%"
"2018- 02- 22","870.22","871.72","873.48","863.89","857.86M","-0.61%"
"2018- 02- 21","875.58","867.92","877.69","864.21","814.58M","1.29%"
"2018- 02- 20","864.41","873.99","877.90","861.50","797.24M","-1.30%"
"2018- 02- 19","875.81","855.78","875.81","855.58","684.36M","3.28%"
"2018- 02- 14","848.03","835.60","848.03","830.78","722.67M","2.25%"
"2018- 02- 13","829.39","852.94","854.08","829.39","832.91M","-1.64%"
"2018- 02- 12","843.24","854.09","854.94","843.24","692.30M","0.08%"
"2018- 02- 09","842.60","832.13","850.70","832.13","764.45M","-2.24%"
"2018- 02- 08","861.94","834.89","867.04","824.64","796.31M","3.85%"
"2018- 02- 07","829.96","874.75","875.03","829.96","1.03B","-3.29%"
"2018- 02- 06","858.17","821.24","858.74","814.46","1.06B","-0.01%"
"2018- 02- 05","858.22","876.63","883.30","858.22","1.04B","-4.59%"
"2018- 02- 02","899.47","911.46","911.77","887.97","1.37B","-0.96%"
"2018- 02- 01","908.20","916.78","919.90","901.35","1.41B","-0.59%"
"2018- 01- 31","913.57","910.89","917.78","903.52","1.20B","-0.80%"
"2018- 01- 30","920.96","928.72","932.01","918.79","1.24B","-0.66%"
"2018- 01- 29","927.05","914.26","929.35","914.22","1.28B","1.53%"
"2018- 01- 26","913.12","898.53","913.12","895.32","1.08B","1.62%"
"2018- 01- 25","898.60","894.21","898.60","887.97","1.03B","0.43%"
"2018- 01- 24","894.77","901.62","903.17","891.03","1.01B","0.04%"
"2018- 01- 23","894.43","881.68","894.43","877.68","1.05B","2.44%"
"2018- 01- 22","873.09","875.95","880.85","864.38","1.13B","-0.78%"
"2018- 01- 19","879.99","902.85","902.97","875.43","1.16B","-2.03%"
"2018- 01- 18","898.19","892.50","899.85","887.67","1.26B","1.31%"
"2018- 01- 17","886.58","902.37","905.95","884.91","1.21B","-1.63%"
"2018- 01- 16","901.23","889.23","901.23","884.76","1.01B","1.08%"
"2018- 01- 15","891.61","879.56","892.29","865.68","1.03B","2.13%"
"2018- 01- 12","873.05","863.07","886.65","857.33","1.18B","2.41%"
"2018- 01- 11","852.51","835.23","852.51","830.37","1.29B","2.11%"
"2018- 01- 10","834.91","837.63","841.25","820.89","1.10B","0.59%"
"2018- 01- 09","829.99","841.39","843.56","827.29","1.20B","-1.13%"
"2018- 01- 08","839.51","836.07","840.06","829.28","1.23B","1.39%"
"2018- 01- 05","828.03","812.05","828.04","812.05","1.23B","2.48%"
"2018- 01- 04","808.01","825.11","825.57","802.83","1.35B","-1.74%"
"2018- 01- 03","822.31","816.30","824.18","812.22","1.20B","1.21%"
"2018- 01- 02","812.45","803.63","813.40","800.54","989.20M","1.76%"
"2017- 12- 28","798.42","791.76","798.68","790.34","1.07B","0.82%"
"2017- 12- 27","791.95","771.33","791.95","770.95","829.59M","3.90%"
"2017- 12- 26","762.21","763.96","775.54","762.21","808.32M","0.13%"
"2017- 12- 22","761.20","742.15","761.20","740.05","1.08B","2.82%"
"2017- 12- 21","740.32","754.54","759.13","740.31","1.21B","-1.98%"
"2017- 12- 20","755.27","765.62","766.40","755.25","1.40B","-1.42%"
"2017- 12- 19","766.18","769.87","771.01","754.27","1.69B","-0.56%"
"2017- 12- 18","770.50","776.09","777.40","770.50","1.13B","-0.17%"
"2017- 12- 15","771.82","770.27","775.04","766.45","1.05B","0.19%"
"2017- 12- 14","770.35","777.25","777.44","764.74","984.96M","-0.24%"
"2017- 12- 13","772.22","764.33","773.02","763.17","1.14B","1.55%"
"2017- 12- 12","760.40","768.30","769.14","755.03","1.02B","-0.48%"
"2017- 12- 11","764.09","747.99","764.09","745.88","790.67M","2.69%"
"2017- 12- 08","744.06","757.21","760.73","743.90","1.16B","-1.25%"
"2017- 12- 07","753.46","771.47","773.28","744.34","1.47B","-1.94%"
"2017- 12- 06","768.39","778.28","783.54","765.25","970.29M","-0.74%"
"2017- 12- 05","774.12","782.14","783.61","773.80","860.35M","-1.06%"
"2017- 12- 04","782.45","788.02","788.46","778.20","821.39M","-0.67%"
"2017- 12- 01","787.70","779.54","788.15","776.71","883.78M","2.11%"
"2017- 11- 30","771.42","779.84","782.42","769.79","1.05B","-1.32%"
"2017- 11- 29","781.72","776.75","783.19","770.97","754.77M","1.11%"
"2017- 11- 28","773.12","797.29","797.53","773.10","891.36M","-2.48%"
"2017- 11- 27","792.80","793.81","800.04","783.85","735.82M","0.01%"
"2017- 11- 24","792.74","797.97","803.74","792.74","751.77M","-0.51%"
"2017- 11- 23","796.80","778.84","796.81","773.32","756.16M","2.04%"
"2017- 11- 22","780.90","793.79","796.28","779.20","894.40M","-1.07%"
"2017- 11- 21","789.38","790.35","793.60","782.95","809.26M","0.52%"
"2017- 11- 20","785.32","776.74","785.32","776.31","834.84M","1.22%"
"2017- 11- 17","775.85","776.32","779.57","770.55","767.76M","-0.56%"
"2017- 11- 16","780.22","775.46","780.22","759.70","897.36M","1.59%"
"2017- 11- 15","768.03","759.55","773.05","755.06","944.94M","1.53%"
"2017- 11- 14","756.46","746.88","756.46","742.79","837.11M","2.03%"
"2017- 11- 13","741.38","724.76","741.38","724.76","687.07M","2.86%"
"2017- 11- 10","720.79","709.85","720.79","709.55","599.90M","1.53%"
"2017- 11- 09","709.94","710.71","711.78","705.28","614.81M","0.12%"
"2017- 11- 08","709.11","702.69","709.11","701.52","812.37M","1.14%"
"2017- 11- 07","701.14","704.83","704.83","697.44","649.89M","-0.38%"
"2017- 11- 06","703.79","703.20","704.16","699.75","595.34M","0.38%"
"2017- 11- 03","701.13","697.43","701.13","695.88","660.96M","0.89%"
"2017- 11- 02","694.96","698.14","698.91","691.52","608.89M","-0.12%"
"2017- 11- 01","695.77","696.65","696.93","694.27","630.56M","0.23%"
"2017- 10- 31","694.20","691.07","694.23","689.29","627.10M","0.66%"
"2017- 10- 30","689.68","692.76","693.12","688.41","470.69M","-0.04%"
"2017- 10- 27","689.97","685.20","689.97","682.90","537.10M","1.38%"
"2017- 10- 26","680.61","689.94","690.53","680.61","600.27M","-1.24%"
"2017- 10- 25","689.14","688.83","690.30","684.84","622.30M","0.28%"
"2017- 10- 24","687.21","678.55","687.45","678.34","583.16M","1.68%"
"2017- 10- 23","675.86","674.98","677.69","674.64","500.02M","0.43%"
"2017- 10- 20","672.95","669.06","672.95","667.17","659.09M","0.88%"
"2017- 10- 19","667.10","671.22","671.39","664.19","710.60M","-0.20%"
"2017- 10- 18","668.42","677.42","679.50","667.31","713.75M","-0.31%"
"2017- 10- 17","670.51","660.61","671.95","660.33","699.95M","1.68%"
"2017- 10- 16","659.41","667.26","668.50","652.17","554.31M","-0.55%"
"2017- 10- 13","663.08","669.00","672.78","659.10","616.62M","-0.52%"
"2017- 10- 12","666.54","665.12","666.74","663.37","561.10M","0.64%"
"2017- 10- 11","662.31","656.85","662.31","656.76","558.39M","1.18%"
"2017- 10- 10","654.59","658.76","659.51","653.91","554.20M","0.27%"
"2017- 09- 29","652.82","650.32","653.58","648.68","692.25M","0.73%"
"2017- 09- 28","648.09","651.92","653.38","648.09","583.37M","-0.18%"
"2017- 09- 27","649.24","645.02","650.71","644.56","646.03M","1.06%"
"2017- 09- 26","642.40","638.58","645.73","637.36","820.36M","0.06%"
"2017- 09- 25","642.04","649.11","653.05","638.92","900.59M","-1.06%"
"2017- 09- 22","648.95","660.60","662.39","647.28","899.64M","-1.84%"
"2017- 09- 21","661.11","671.32","672.60","658.64","699.82M","-1.04%"
"2017- 09- 20","668.05","676.60","677.29","668.05","688.12M","-0.95%"
"2017- 09- 19","674.48","677.57","677.97","670.07","659.35M","-0.21%"
"2017- 09- 18","675.87","674.66","677.14","672.58","585.75M","0.68%"
"2017- 09- 15","671.30","662.90","671.31","662.90","645.61M","0.89%"
"2017- 09- 14","665.41","660.15","665.47","659.25","627.08M","0.96%"
"2017- 09- 13","659.09","662.94","662.94","658.54","672.49M","-0.15%"
"2017- 09- 12","660.05","660.03","660.56","658.05","652.32M","0.54%"
"2017- 09- 11","656.53","657.68","659.47","654.92","578.33M","0.34%"
"2017- 09- 08","654.29","659.83","660.63","653.34","646.28M","-0.64%"
"2017- 09- 07","658.48","655.44","659.12","655.36","499.88M","0.90%"
"2017- 09- 06","652.59","649.23","653.44","649.23","568.48M","0.59%"
"2017- 09- 05","648.75","655.40","656.22","645.97","621.05M","-0.33%"
"2017- 09- 04","650.89","643.99","655.39","643.98","590.47M","-1.68%"
"2017- 09- 01","661.99","660.71","662.39","658.65","566.07M","0.63%"
"2017- 08- 31","657.83","657.13","658.03","655.64","616.04M","0.43%"
"2017- 08- 30","655.00","656.90","657.43","654.49","639.53M","0.16%"
"2017- 08- 29","653.96","650.28","654.02","647.13","572.88M","0.16%"
"2017- 08- 28","652.92","652.37","652.94","649.54","513.76M","0.41%"
"2017- 08- 25","650.27","649.22","650.76","648.44","585.02M","0.40%"
"2017- 08- 24","647.71","645.10","647.99","644.98","500.09M","0.62%"
"2017- 08- 23","643.71","647.79","647.79","643.65","559.53M","-0.09%"
"2017- 08- 22","644.26","643.26","644.38","642.64","649.77M","0.53%"
"2017- 08- 21","640.85","645.35","645.35","640.84","585.92M","-0.42%"
"2017- 08- 18","643.58","636.94","643.86","636.44","528.46M","0.23%"
"2017- 08- 17","642.11","638.12","642.28","635.74","531.89M","1.13%"
"2017- 08- 16","634.91","634.44","635.97","634.10","607.43M","0.88%"
"2017- 08- 14","629.37","632.52","633.99","629.26","548.28M","0.16%"
"2017- 08- 11","628.34","629.81","635.29","626.08","606.43M","-1.83%"
"2017- 08- 10","640.04","642.80","646.56","635.06","770.42M","-0.44%"
"2017- 08- 09","642.87","649.39","650.09","642.87","848.95M","-1.35%"
"2017- 08- 08","651.67","650.78","651.91","645.73","607.64M","0.51%"
"2017- 08- 07","648.39","643.36","650.01","642.82","455.72M","1.06%"
"2017- 08- 04","641.58","644.80","648.34","638.87","459.05M","-0.23%"
"2017- 08- 03","643.09","658.70","658.94","641.63","528.20M","-2.19%"
"2017- 08- 02","657.52","654.85","658.28","654.83","494.74M","0.67%"
"2017- 08- 01","653.12","650.89","655.07","649.70","487.76M","0.41%"
"2017- 07- 31","650.47","648.84","651.83","643.77","504.71M","-0.38%"
"2017- 07- 28","652.95","665.08","665.08","651.84","559.70M","-2.03%"
"2017- 07- 27","666.48","669.22","670.60","664.53","527.89M","-0.11%"
"2017- 07- 26","667.22","672.43","672.63","664.13","593.93M","-0.48%"
"2017- 07- 25","670.47","678.70","679.48","670.10","677.77M","-1.01%"
"2017- 07- 24","677.32","678.59","679.46","676.63","529.20M","0.11%"
"2017- 07- 21","676.60","677.84","678.15","674.60","523.73M","0.01%"
"2017- 07- 20","676.51","674.06","677.59","672.37","569.94M","0.74%"
"2017- 07- 19","671.53","666.30","671.53","666.30","500.86M","1.13%"
"2017- 07- 18","664.02","661.16","664.04","661.16","570.28M","0.63%"
"2017- 07- 17","659.89","656.97","659.89","656.97","415.38M","0.88%"
"2017- 07- 14","654.11","654.24","655.45","651.27","533.48M","0.22%"
"2017- 07- 13","652.69","654.01","655.16","651.60","490.89M","0.24%"
"2017- 07- 12","651.10","657.06","657.90","651.09","586.11M","-0.75%"
"2017- 07- 11","656.01","659.27","659.91","654.50","541.96M","-0.28%"
"2017- 07- 10","657.86","666.19","666.19","657.67","512.85M","-0.89%"
"2017- 07- 07","663.77","662.66","664.29","660.99","551.55M","0.00%"
"2017- 07- 06","663.79","663.79","665.05","662.67","555.48M","0.34%"
"2017- 07- 05","661.54","657.70","661.58","657.69","565.08M","0.82%"
"2017- 07- 04","656.19","662.17","663.85","654.06","735.10M","-0.72%"
"2017- 07- 03","660.97","671.17","671.17","660.04","560.80M","-1.21%"
"2017- 06- 30","669.04","665.67","669.12","665.57","511.58M","0.16%"
"2017- 06- 29","668.00","670.10","670.56","666.00","515.38M","0.32%"
"2017- 06- 28","665.89","671.26","672.36","665.89","601.76M","-1.00%"
"2017- 06- 27","672.63","671.70","673.13","670.87","639.73M","0.64%"
"2017- 06- 26","668.36","670.59","670.78","667.71","586.20M","-0.09%"
"2017- 06- 23","668.93","665.19","669.05","665.02","560.31M","0.85%"
"2017- 06- 22","663.28","667.99","668.36","663.26","700.69M","-0.37%"
"2017- 06- 21","665.77","668.41","668.44","662.68","615.99M","-0.54%"
"2017- 06- 20","669.41","678.72","678.82","669.41","733.97M","-0.89%"
"2017- 06- 19","675.44","672.72","675.71","672.25","580.05M","0.71%"
"2017- 06- 16","670.70","670.77","670.82","667.73","608.34M","0.13%"
"2017- 06- 15","669.82","672.97","673.10","664.99","672.67M","-0.26%"
"2017- 06- 14","671.59","673.02","674.36","670.26","645.51M","0.35%"
"2017- 06- 13","669.23","666.07","669.26","666.07","626.94M","0.66%"
"2017- 06- 12","664.86","672.09","672.12","664.12","579.52M","-1.38%"
"2017- 06- 09","674.15","672.14","674.15","671.20","623.34M","0.62%"
"2017- 06- 08","669.97","668.25","670.05","667.00","672.77M","0.53%"
"2017- 06- 07","666.46","664.07","666.58","661.10","790.91M","0.63%"
"2017- 06- 05","662.32","660.77","662.37","659.76","583.26M","0.54%"
"2017- 06- 02","658.78","656.43","658.82","655.82","638.03M","0.76%"
"2017- 06- 01","653.83","653.57","654.23","651.10","670.48M","0.27%"
"2017- 05- 31","652.04","650.51","652.52","649.51","664.05M","0.46%"
"2017- 05- 30","649.06","645.09","649.09","644.34","599.18M","0.95%"
"2017- 05- 29","642.98","648.15","648.22","642.75","626.64M","-0.47%"
"2017- 05- 26","646.01","644.97","646.45","644.30","656.94M","0.46%"
"2017- 05- 25","643.02","648.25","648.29","642.87","766.86M","-0.47%"
"2017- 05- 24","646.04","646.44","648.05","645.03","844.30M","0.20%"
"2017- 05- 23","644.73","644.59","645.44","644.00","800.75M","0.33%"
"2017- 05- 22","642.62","645.04","645.16","641.60","753.24M","0.03%"
"2017- 05- 19","642.45","640.33","643.06","639.17","726.63M","0.68%"
"2017- 05- 18","638.12","633.40","638.16","633.14","785.43M","-0.30%"
"2017- 05- 17","640.01","640.87","641.48","638.93","624.36M","0.14%"
"2017- 05- 16","639.11","646.50","646.50","638.43","723.81M","-0.97%"
"2017- 05- 15","645.38","644.59","646.31","642.79","699.77M","0.26%"
"2017- 05- 12","643.73","648.56","648.56","642.96","762.39M","-0.59%"
"2017- 05- 11","647.58","644.44","647.58","643.35","731.36M","0.76%"
"2017- 05- 10","642.68","645.70","645.70","641.54","768.71M","-0.11%"
"2017- 05- 08","643.39","638.36","643.39","638.09","550.91M","1.30%"
"2017- 05- 04","635.11","628.10","635.11","628.10","509.16M","1.39%"
"2017- 05- 02","626.43","629.21","629.53","626.40","596.10M","-0.29%"
"2017- 04- 28","628.24","632.83","632.83","627.28","755.49M","-0.45%"
"2017- 04- 27","631.11","636.24","636.29","630.92","682.48M","-0.63%"
"2017- 04- 26","635.11","635.05","635.38","634.30","753.71M","0.40%"
"2017- 04- 25","632.57","629.21","632.57","629.21","820.88M","0.95%"
"2017- 04- 24","626.62","635.58","635.58","626.62","709.23M","-1.31%"
"2017- 04- 21","634.96","638.02","638.02","633.70","700.92M","-0.13%"
"2017- 04- 20","635.80","636.87","637.49","635.44","875.20M","-0.03%"
"2017- 04- 19","635.99","634.93","636.42","633.64","814.03M","0.20%"
"2017- 04- 18","634.73","632.40","634.82","630.27","914.10M","0.84%"
